claim_id,policy_id,customer_id,policy_type,claim_date,claim_type,claim_amount,deductible,amount_paid,claim_status,incident_description
CLM-100707,POL-1003665,CUST-503665,Motorcycle,2023-03-16,Comprehensive,1309.38,2500.0,0.0,Paid,Fuel tank dented and seat slashed while parked overnight.
CLM-100765,POL-1003750,CUST-503750,Motorcycle,2024-05-08,Collision,5522.5,1000.0,4522.5,Paid,Collided with a guardrail while avoiding a sudden obstacle.
CLM-100850,POL-1002297,CUST-502297,Motorcycle,2023-11-15,Liability,13079.37,500.0,12579.37,Paid,Accidentally scraped side of a parked luxury sedan.
CLM-100851,POL-1002297,CUST-502297,Motorcycle,2024-02-06,Comprehensive,500.0,500.0,0.0,Paid,Motorcycle stolen from apartment complex parking lot.
CLM-100862,POL-1002688,CUST-502688,Motorcycle,2025-07-28,Collision,5466.62,500.0,0.0,Denied,Collided with a guardrail while avoiding a sudden obstacle.
CLM-100894,POL-1004691,CUST-504691,Motorcycle,2025-01-29,Liability,2893.89,500.0,2393.89,Paid,Passenger injured when motorcycle slid on wet leaves.
CLM-100895,POL-1004691,CUST-504691,Motorcycle,2025-05-25,Comprehensive,5655.0,500.0,5155.0,Paid,Motorcycle blown over and damaged during a windstorm.
CLM-100935,POL-1000720,CUST-500720,Motorcycle,2022-04-29,Comprehensive,2293.11,2500.0,0.0,Paid,Motorcycle blown over and damaged during a windstorm.
CLM-100952,POL-1000274,CUST-500274,Motorcycle,2023-07-19,Liability,5140.62,500.0,4640.62,Paid,Passenger injured when motorcycle slid on wet leaves.
CLM-100961,POL-1000527,CUST-500527,Motorcycle,2025-11-21,Liability,9144.91,2500.0,6644.91,Paid,Passenger injured when motorcycle slid on wet leaves.
CLM-100972,POL-1000298,CUST-500298,Motorcycle,2022-01-24,Collision,7643.34,1000.0,6643.34,Paid,Car turned left in front of motorcycle at an intersection.
CLM-100971,POL-1000298,CUST-500298,Motorcycle,2022-05-18,Collision,19797.29,1000.0,18797.29,Paid,Car turned left in front of motorcycle at an intersection.
CLM-101082,POL-1002721,CUST-502721,Motorcycle,2022-01-04,Collision,6553.0,1000.0,5553.0,Paid,"Lost control on gravel curve, laying down the motorcycle."
CLM-101130,POL-1003478,CUST-503478,Motorcycle,2023-06-09,Collision,8013.87,500.0,7513.87,Paid,"Lost control on gravel curve, laying down the motorcycle."
CLM-101139,POL-1002498,CUST-502498,Motorcycle,2026-01-26,Liability,4826.86,2500.0,2326.86,Paid,Accidentally scraped side of a parked luxury sedan.
CLM-101182,POL-1003635,CUST-503635,Motorcycle,2024-06-14,Liability,930.19,2500.0,0.0,Denied,Passenger injured when motorcycle slid on wet leaves.
CLM-101237,POL-1001569,CUST-501569,Motorcycle,2021-09-17,Comprehensive,13272.5,1000.0,12272.5,Paid,Motorcycle blown over and damaged during a windstorm.
CLM-101243,POL-1004664,CUST-504664,Motorcycle,2025-04-16,Comprehensive,11343.6,250.0,11093.6,Paid,Motorcycle blown over and damaged during a windstorm.
CLM-101242,POL-1004664,CUST-504664,Motorcycle,2025-05-02,Comprehensive,3223.01,250.0,2973.01,Paid,Motorcycle stolen from apartment complex parking lot.
CLM-101278,POL-1004424,CUST-504424,Motorcycle,2023-08-08,Collision,2473.55,2500.0,0.0,Paid,Car turned left in front of motorcycle at an intersection.
CLM-101302,POL-1002776,CUST-502776,Motorcycle,2022-02-03,Comprehensive,6846.41,500.0,6346.41,Paid,Motorcycle stolen from apartment complex parking lot.
CLM-101313,POL-1004921,CUST-504921,Motorcycle,2024-09-14,Comprehensive,22870.63,1000.0,21870.63,Paid,Motorcycle stolen from apartment complex parking lot.
CLM-101413,POL-1002495,CUST-502495,Motorcycle,2025-01-13,Liability,9275.81,2500.0,6775.81,Paid,Passenger injured when motorcycle slid on wet leaves.
CLM-101468,POL-1003065,CUST-503065,Motorcycle,2021-08-01,Liability,6968.25,250.0,6718.25,Paid,Accidentally scraped side of a parked luxury sedan.
CLM-101592,POL-1004434,CUST-504434,Motorcycle,2023-11-30,Comprehensive,11665.29,250.0,11415.29,Paid,Fuel tank dented and seat slashed while parked overnight.
CLM-101646,POL-1002092,CUST-502092,Motorcycle,2025-02-13,Liability,2216.3,250.0,1966.3,Paid,Accidentally scraped side of a parked luxury sedan.
CLM-101647,POL-1002092,CUST-502092,Motorcycle,2025-09-17,Liability,8689.01,250.0,8439.01,Paid,Accidentally scraped side of a parked luxury sedan.
CLM-101705,POL-1002591,CUST-502591,Motorcycle,2023-01-09,Comprehensive,4412.38,2500.0,1912.38,Paid,Fuel tank dented and seat slashed while parked overnight.
CLM-101706,POL-1002591,CUST-502591,Motorcycle,2023-08-10,Comprehensive,11655.69,2500.0,0.0,Denied,Fuel tank dented and seat slashed while parked overnight.
CLM-101831,POL-1002233,CUST-502233,Motorcycle,2024-09-05,Liability,6324.19,500.0,5824.19,Paid,Accidentally scraped side of a parked luxury sedan.
CLM-101832,POL-1002233,CUST-502233,Motorcycle,2024-12-30,Comprehensive,11844.23,500.0,11344.23,Paid,Fuel tank dented and seat slashed while parked overnight.
CLM-101859,POL-1001859,CUST-501859,Motorcycle,2024-04-26,Liability,2796.09,1000.0,1796.09,Paid,Passenger injured when motorcycle slid on wet leaves.
CLM-101885,POL-1001228,CUST-501228,Motorcycle,2024-08-07,Comprehensive,1748.92,1000.0,748.92,Paid,Motorcycle stolen from apartment complex parking lot.
CLM-101920,POL-1001426,CUST-501426,Motorcycle,2024-10-08,Collision,11479.7,250.0,11229.7,Paid,Collided with a guardrail while avoiding a sudden obstacle.
CLM-101936,POL-1003231,CUST-503231,Motorcycle,2024-09-14,Liability,9783.39,5000.0,4783.39,Paid,Passenger injured when motorcycle slid on wet leaves.
