claim_id,policy_id,customer_id,policy_type,claim_date,claim_type,claim_amount,deductible,amount_paid,claim_status,incident_description
CLM-100035,POL-1004684,CUST-504684,Auto,2026-02-18,Liability,500.0,250.0,250.0,Paid,Third-party property damage to a storefront fence.
CLM-100036,POL-1000486,CUST-500486,Auto,2026-04-21,Uninsured Motorist,16509.77,500.0,16009.77,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100037,POL-1001962,CUST-501962,Life,2022-11-14,Death Benefit,563000.0,2500.0,563000.0,Paid,Accidental death in a domestic incident.
CLM-100038,POL-1000393,CUST-500393,Auto,2026-02-11,Collision,22869.94,1000.0,21869.94,Paid,Rear-end collision at a traffic intersection.
CLM-100039,POL-1004842,CUST-504842,Auto,2024-10-07,Comprehensive,12112.6,500.0,11612.6,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100040,POL-1004866,CUST-504866,Boat,2026-04-06,Storm Damage,6730.48,2500.0,4230.48,Under Review,Lightning strike fried the onboard marine electronics.
CLM-100041,POL-1001755,CUST-501755,Home,2025-03-30,Theft,6413.48,5000.0,1413.48,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100042,POL-1002515,CUST-502515,Auto,2025-08-31,Collision,9623.93,250.0,9373.93,Paid,Rear-end collision at a traffic intersection.
CLM-100043,POL-1002515,CUST-502515,Auto,2025-09-08,Liability,15929.44,250.0,15679.44,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100044,POL-1003585,CUST-503585,Home,2024-12-21,Theft,38955.83,1000.0,37955.83,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100045,POL-1003585,CUST-503585,Home,2025-11-14,Wind/Hail,20595.96,1000.0,19595.96,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100046,POL-1004315,CUST-504315,Home,2025-01-09,Liability,39444.93,1000.0,38444.93,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100047,POL-1004966,CUST-504966,Auto,2023-08-03,Collision,2196.24,5000.0,0.0,Paid,Sideswiped by another vehicle merging onto the highway.
CLM-100048,POL-1004966,CUST-504966,Auto,2023-10-10,Comprehensive,983.68,5000.0,0.0,Paid,Vehicle vandalized with spray paint in a public parking lot.
CLM-100049,POL-1002099,CUST-502099,Motorcycle,2025-10-21,Collision,1723.63,1000.0,0.0,Denied,Collided with a guardrail while avoiding a sudden obstacle.
CLM-100050,POL-1003599,CUST-503599,Life,2024-08-21,Death Benefit,1627000.0,5000.0,1627000.0,Paid,Passed away from complications of pneumonia.
CLM-100051,POL-1004121,CUST-504121,Home,2025-11-29,Wind/Hail,57006.79,250.0,56756.79,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100052,POL-1000029,CUST-500029,Life,2026-02-24,Death Benefit,1926000.0,5000.0,1926000.0,Paid,Fatal cardiovascular event.
CLM-100053,POL-1000065,CUST-500065,Renters,2024-09-06,Theft,689.35,500.0,189.35,Paid,"Apartment burglary; laptop, tablet, and gaming console stolen."
CLM-100054,POL-1000065,CUST-500065,Renters,2024-10-04,Water Damage,3259.55,500.0,2759.55,Paid,Bathtub overflow from the apartment above leaked through ceiling.
CLM-100055,POL-1000838,CUST-500838,Auto,2022-10-05,Comprehensive,3549.51,5000.0,0.0,Denied,Vehicle vandalized with spray paint in a public parking lot.
CLM-100056,POL-1000838,CUST-500838,Auto,2026-01-27,Uninsured Motorist,6671.94,5000.0,1671.94,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100057,POL-1003906,CUST-503906,Auto,2025-04-11,Uninsured Motorist,6873.09,2500.0,4373.09,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100058,POL-1003773,CUST-503773,Motorcycle,2026-02-04,Liability,2258.4,500.0,1758.4,Paid,Passenger injured when motorcycle slid on wet leaves.
CLM-100059,POL-1003773,CUST-503773,Motorcycle,2026-03-20,Comprehensive,500.0,500.0,0.0,Paid,Motorcycle stolen from apartment complex parking lot.
CLM-100060,POL-1004635,CUST-504635,Renters,2026-05-09,Water Damage,2184.16,2500.0,0.0,Under Review,Bathtub overflow from the apartment above leaked through ceiling.
CLM-100062,POL-1003161,CUST-503161,Home,2022-02-17,Water Damage,26544.49,2500.0,24044.49,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100061,POL-1003161,CUST-503161,Home,2023-01-08,Liability,9341.97,2500.0,6841.97,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100063,POL-1002659,CUST-502659,Life,2022-10-10,Death Benefit,709000.0,250.0,0.0,Denied,Passed away due to natural causes.
CLM-100065,POL-1004615,CUST-504615,Auto,2026-02-11,Collision,5744.44,1000.0,4744.44,Paid,Rear-end collision at a traffic intersection.
CLM-100064,POL-1004615,CUST-504615,Auto,2026-04-27,Comprehensive,2028.64,1000.0,1028.64,Under Review,Vehicle vandalized with spray paint in a public parking lot.
CLM-100066,POL-1004628,CUST-504628,Life,2025-03-15,Death Benefit,494000.0,1000.0,494000.0,Paid,Passed away due to natural causes.
CLM-100067,POL-1002451,CUST-502451,Umbrella,2023-04-05,Liability,39493.32,500.0,38993.32,Paid,Defamation lawsuit settlement.
CLM-100068,POL-1002846,CUST-502846,Home,2024-08-12,Fire,1197.89,5000.0,0.0,Paid,Chimney fire caused attic and roof structure damage.
CLM-100069,POL-1002846,CUST-502846,Home,2024-12-17,Water Damage,14414.2,5000.0,9414.2,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100072,POL-1001144,CUST-501144,Auto,2025-06-13,Collision,2606.94,1000.0,1606.94,Paid,Multi-vehicle accident on wet roadway.
CLM-100070,POL-1001144,CUST-501144,Auto,2025-07-02,Uninsured Motorist,4697.55,1000.0,3697.55,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100071,POL-1001144,CUST-501144,Auto,2025-12-24,Uninsured Motorist,6068.5,1000.0,5068.5,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100073,POL-1003078,CUST-503078,Auto,2025-05-18,Uninsured Motorist,6501.36,5000.0,1501.36,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100074,POL-1001103,CUST-501103,Home,2026-02-10,Wind/Hail,4248.47,500.0,3748.47,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100075,POL-1001103,CUST-501103,Home,2026-03-30,Wind/Hail,18259.61,500.0,17759.61,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100076,POL-1000168,CUST-500168,Auto,2024-07-23,Liability,3058.22,2500.0,0.0,Denied,Backed into neighbor's parked car causing bumper damage.
CLM-100077,POL-1001670,CUST-501670,Home,2024-04-30,Water Damage,9387.35,5000.0,4387.35,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100078,POL-1002570,CUST-502570,Life,2022-03-18,Death Benefit,880000.0,5000.0,880000.0,Paid,Fatal cardiovascular event.
CLM-100079,POL-1002377,CUST-502377,Renters,2024-06-22,Theft,1522.62,1000.0,522.62,Paid,Bicycle stolen from the apartment complex bike rack.
CLM-100080,POL-1004395,CUST-504395,Home,2024-11-29,Water Damage,9452.06,1000.0,8452.06,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100081,POL-1004257,CUST-504257,Auto,2026-03-19,Collision,4063.01,1000.0,3063.01,Paid,Rear-end collision at a traffic intersection.
CLM-100082,POL-1004257,CUST-504257,Auto,2026-04-15,Collision,17923.99,1000.0,16923.99,Paid,Rear-end collision at a traffic intersection.
CLM-100083,POL-1003862,CUST-503862,Home,2026-05-04,Water Damage,71694.39,500.0,71194.39,Under Review,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100084,POL-1000023,CUST-500023,Home,2022-03-11,Theft,36539.26,500.0,36039.26,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100085,POL-1002633,CUST-502633,Auto,2025-06-10,Uninsured Motorist,2296.16,250.0,2046.16,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100086,POL-1003340,CUST-503340,Home,2023-11-09,Theft,57963.54,2500.0,55463.54,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100088,POL-1002215,CUST-502215,Auto,2024-11-04,Uninsured Motorist,9981.89,2500.0,7481.89,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100087,POL-1002215,CUST-502215,Auto,2025-02-19,Liability,6557.04,2500.0,4057.04,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100089,POL-1003682,CUST-503682,Auto,2024-11-05,Comprehensive,2131.51,1000.0,1131.51,Paid,Collided with a deer crossing the road at night.
CLM-100090,POL-1004724,CUST-504724,Auto,2022-05-21,Collision,13737.38,5000.0,8737.38,Paid,Rear-end collision at a traffic intersection.
CLM-100091,POL-1004724,CUST-504724,Auto,2022-08-28,Collision,1136.24,5000.0,0.0,Paid,Rear-end collision at a traffic intersection.
CLM-100092,POL-1001907,CUST-501907,Auto,2025-12-05,Uninsured Motorist,4847.0,1000.0,3847.0,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100093,POL-1000084,CUST-500084,Renters,2022-06-02,Water Damage,848.48,250.0,598.48,Paid,Leaking pipe in the wall damaged living room furniture.
CLM-100094,POL-1000084,CUST-500084,Renters,2022-08-07,Theft,2255.39,250.0,2005.39,Paid,"Apartment burglary; laptop, tablet, and gaming console stolen."
CLM-100095,POL-1000084,CUST-500084,Renters,2023-04-14,Theft,883.06,250.0,633.06,Paid,Bicycle stolen from the apartment complex bike rack.
CLM-100097,POL-1000227,CUST-500227,Auto,2023-08-11,Uninsured Motorist,19905.73,1000.0,18905.73,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100096,POL-1000227,CUST-500227,Auto,2023-10-28,Comprehensive,4355.73,1000.0,3355.73,Paid,Windshield cracked by a rock flying from a dump truck.
CLM-100098,POL-1000296,CUST-500296,Auto,2025-07-27,Comprehensive,6667.0,250.0,6417.0,Paid,Collided with a deer crossing the road at night.
CLM-100100,POL-1001001,CUST-501001,Auto,2022-07-20,Liability,3330.73,5000.0,0.0,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100099,POL-1001001,CUST-501001,Auto,2022-09-13,Liability,10305.58,5000.0,5305.58,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100101,POL-1002138,CUST-502138,Auto,2024-04-18,Collision,1391.26,250.0,1141.26,Paid,Rear-end collision at a traffic intersection.
CLM-100102,POL-1000711,CUST-500711,Life,2022-05-10,Death Benefit,1358000.0,5000.0,1358000.0,Paid,Passed away due to natural causes.
CLM-100104,POL-1002801,CUST-502801,Auto,2025-08-10,Liability,2457.81,250.0,2207.81,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100103,POL-1002801,CUST-502801,Auto,2026-03-06,Comprehensive,23690.88,250.0,23440.88,Paid,Collided with a deer crossing the road at night.
CLM-100105,POL-1002527,CUST-502527,Home,2024-02-03,Fire,914.79,1000.0,0.0,Denied,Electrical fire in the garage damaged walls and tools.
CLM-100106,POL-1003752,CUST-503752,Boat,2022-02-23,Storm Damage,8171.01,5000.0,3171.01,Paid,Lightning strike fried the onboard marine electronics.
CLM-100107,POL-1003321,CUST-503321,Auto,2024-07-20,Collision,10509.03,250.0,0.0,Denied,Sideswiped by another vehicle merging onto the highway.
CLM-100108,POL-1003321,CUST-503321,Auto,2024-08-15,Collision,12171.98,250.0,11921.98,Paid,Collided with a stationary utility pole while parking.
CLM-100109,POL-1003181,CUST-503181,Home,2025-01-31,Wind/Hail,29909.73,1000.0,28909.73,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100110,POL-1004183,CUST-504183,Auto,2023-12-04,Comprehensive,500.0,500.0,0.0,Paid,Collided with a deer crossing the road at night.
CLM-100111,POL-1001615,CUST-501615,Auto,2025-08-30,Comprehensive,6679.01,1000.0,5679.01,Paid,Collided with a deer crossing the road at night.
CLM-100112,POL-1003024,CUST-503024,Home,2025-10-31,Fire,17996.68,250.0,17746.68,Paid,Chimney fire caused attic and roof structure damage.
CLM-100113,POL-1001413,CUST-501413,Home,2025-06-24,Fire,13211.84,2500.0,10711.84,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100114,POL-1000763,CUST-500763,Renters,2022-03-29,Water Damage,1528.29,5000.0,0.0,Paid,Bathtub overflow from the apartment above leaked through ceiling.
CLM-100115,POL-1000655,CUST-500655,Boat,2022-02-13,Collision,1413.28,1000.0,413.28,Paid,"Collided with a floating log in the lake, damaging the hull."
CLM-100116,POL-1004797,CUST-504797,Auto,2026-01-10,Comprehensive,7877.78,500.0,7377.78,Paid,Collided with a deer crossing the road at night.
CLM-100117,POL-1003849,CUST-503849,Auto,2022-04-08,Uninsured Motorist,3227.72,2500.0,727.72,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100119,POL-1004153,CUST-504153,Home,2025-02-27,Water Damage,16560.17,250.0,16310.17,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100118,POL-1004153,CUST-504153,Home,2025-11-03,Wind/Hail,35582.98,250.0,35332.98,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100120,POL-1000468,CUST-500468,Auto,2026-02-09,Liability,1949.33,5000.0,0.0,Paid,Third-party property damage to a storefront fence.
CLM-100121,POL-1000157,CUST-500157,Home,2024-01-10,Theft,60422.6,2500.0,57922.6,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100122,POL-1001295,CUST-501295,Life,2025-02-19,Death Benefit,1238000.0,5000.0,1238000.0,Paid,Passed away from complications of pneumonia.
CLM-100123,POL-1000497,CUST-500497,Home,2025-12-25,Fire,3354.45,5000.0,0.0,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100125,POL-1004740,CUST-504740,Home,2022-09-11,Fire,40594.91,5000.0,35594.91,Paid,Chimney fire caused attic and roof structure damage.
CLM-100124,POL-1004740,CUST-504740,Home,2025-12-10,Water Damage,21977.2,5000.0,16977.2,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100128,POL-1002940,CUST-502940,Auto,2021-10-26,Comprehensive,942.5,500.0,442.5,Paid,Collided with a deer crossing the road at night.
CLM-100127,POL-1002940,CUST-502940,Auto,2022-01-05,Comprehensive,2990.71,500.0,2490.71,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100126,POL-1002940,CUST-502940,Auto,2022-05-10,Comprehensive,3382.73,500.0,2882.73,Paid,Vehicle vandalized with spray paint in a public parking lot.
CLM-100129,POL-1003456,CUST-503456,Home,2026-01-20,Theft,39078.24,5000.0,34078.24,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100130,POL-1003456,CUST-503456,Home,2026-03-03,Water Damage,19718.45,5000.0,14718.45,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100131,POL-1000373,CUST-500373,Renters,2024-11-20,Water Damage,4272.94,500.0,3772.94,Paid,Leaking pipe in the wall damaged living room furniture.
CLM-100132,POL-1000079,CUST-500079,Life,2024-09-18,Death Benefit,306000.0,5000.0,306000.0,Paid,Accidental death in a domestic incident.
CLM-100133,POL-1001553,CUST-501553,Auto,2025-08-24,Comprehensive,500.0,5000.0,0.0,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100135,POL-1001553,CUST-501553,Auto,2025-08-25,Collision,1481.6,5000.0,0.0,Paid,Collided with a stationary utility pole while parking.
CLM-100134,POL-1001553,CUST-501553,Auto,2025-10-29,Liability,5619.43,5000.0,619.43,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100137,POL-1001669,CUST-501669,Auto,2024-08-05,Liability,33691.28,500.0,33191.28,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100136,POL-1001669,CUST-501669,Auto,2025-01-21,Liability,5659.31,500.0,5159.31,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100138,POL-1002131,CUST-502131,Home,2023-07-25,Liability,14784.72,2500.0,12284.72,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100139,POL-1004439,CUST-504439,Renters,2025-01-21,Theft,2778.28,250.0,2528.28,Paid,"Apartment burglary; laptop, tablet, and gaming console stolen."
CLM-100140,POL-1000465,CUST-500465,Auto,2024-02-04,Comprehensive,4491.66,1000.0,3491.66,Paid,Collided with a deer crossing the road at night.
CLM-100141,POL-1000248,CUST-500248,Motorcycle,2025-12-01,Collision,734.0,1000.0,0.0,Paid,Collided with a guardrail while avoiding a sudden obstacle.
CLM-100142,POL-1000931,CUST-500931,Home,2022-03-01,Fire,7311.81,250.0,7061.81,Paid,Chimney fire caused attic and roof structure damage.
CLM-100143,POL-1001335,CUST-501335,Home,2025-03-21,Theft,5423.1,250.0,5173.1,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100144,POL-1004524,CUST-504524,Auto,2026-04-28,Collision,12541.13,2500.0,10041.13,Under Review,Multi-vehicle accident on wet roadway.
CLM-100145,POL-1004524,CUST-504524,Auto,2026-05-06,Comprehensive,5733.6,2500.0,3233.6,Under Review,Collided with a deer crossing the road at night.
CLM-100146,POL-1001338,CUST-501338,Life,2026-04-16,Death Benefit,1588000.0,5000.0,1588000.0,Under Review,Passed away due to natural causes.
CLM-100148,POL-1001406,CUST-501406,Renters,2023-07-02,Fire,8813.73,5000.0,0.0,Denied,Candle left unattended started a small bedroom fire.
CLM-100147,POL-1001406,CUST-501406,Renters,2023-09-20,Water Damage,580.47,5000.0,0.0,Paid,Leaking pipe in the wall damaged living room furniture.
CLM-100149,POL-1001406,CUST-501406,Renters,2023-12-03,Fire,5806.82,5000.0,806.82,Paid,"Toaster oven caught fire, causing kitchen smoke damage."
CLM-100150,POL-1001090,CUST-501090,Auto,2026-01-26,Liability,3799.82,250.0,3549.82,Paid,Third-party property damage to a storefront fence.
CLM-100151,POL-1004209,CUST-504209,Home,2025-09-02,Theft,15593.64,250.0,0.0,Denied,Lawnmower and power tools stolen from locked backyard shed.
CLM-100152,POL-1000742,CUST-500742,Auto,2026-04-04,Liability,8657.36,2500.0,6157.36,Paid,Third-party property damage to a storefront fence.
CLM-100153,POL-1002323,CUST-502323,Auto,2024-06-04,Comprehensive,8408.3,1000.0,7408.3,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100154,POL-1003601,CUST-503601,Home,2025-02-28,Theft,30214.86,2500.0,27714.86,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100156,POL-1002123,CUST-502123,Auto,2024-10-28,Liability,4239.72,250.0,3989.72,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100155,POL-1002123,CUST-502123,Auto,2025-04-24,Liability,1621.36,250.0,1371.36,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100157,POL-1002123,CUST-502123,Auto,2025-05-31,Uninsured Motorist,500.0,250.0,250.0,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100158,POL-1002094,CUST-502094,Motorcycle,2022-03-21,Comprehensive,12916.82,1000.0,11916.82,Paid,Motorcycle stolen from apartment complex parking lot.
CLM-100159,POL-1002094,CUST-502094,Motorcycle,2022-07-06,Collision,10518.4,1000.0,9518.4,Paid,Collided with a guardrail while avoiding a sudden obstacle.
CLM-100160,POL-1000240,CUST-500240,Auto,2025-08-26,Comprehensive,5427.63,500.0,4927.63,Paid,Windshield cracked by a rock flying from a dump truck.
CLM-100162,POL-1002351,CUST-502351,Life,2024-08-13,Death Benefit,1391000.0,500.0,1391000.0,Paid,Fatal cardiovascular event.
CLM-100161,POL-1002351,CUST-502351,Life,2024-09-07,Death Benefit,1391000.0,500.0,1391000.0,Paid,Passed away due to natural causes.
CLM-100163,POL-1001370,CUST-501370,Umbrella,2025-03-28,Liability,27210.48,250.0,26960.48,Paid,Excess liability claim following a major multi-car auto accident.
CLM-100164,POL-1001057,CUST-501057,Auto,2023-01-17,Comprehensive,6329.54,2500.0,3829.54,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100165,POL-1004816,CUST-504816,Umbrella,2025-08-10,Liability,241570.53,500.0,241070.53,Paid,Settlement for personal injury lawsuit stemming from rental property.
CLM-100166,POL-1000199,CUST-500199,Auto,2026-01-16,Comprehensive,15262.45,250.0,0.0,Denied,Hail storm caused extensive denting on hood and roof.
CLM-100167,POL-1002280,CUST-502280,Renters,2026-02-28,Fire,6144.19,1000.0,0.0,Denied,Candle left unattended started a small bedroom fire.
CLM-100168,POL-1004749,CUST-504749,Life,2025-03-14,Death Benefit,590000.0,500.0,590000.0,Paid,Passed away due to natural causes.
CLM-100170,POL-1002220,CUST-502220,Auto,2025-11-28,Uninsured Motorist,2340.33,500.0,1840.33,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100169,POL-1002220,CUST-502220,Auto,2026-05-01,Uninsured Motorist,7625.42,500.0,7125.42,Under Review,Rear-ended by an uninsured driver who fled the scene.
CLM-100171,POL-1004771,CUST-504771,Umbrella,2026-05-06,Liability,387120.95,2500.0,384620.95,Under Review,Excess liability claim following a major multi-car auto accident.
CLM-100172,POL-1002819,CUST-502819,Auto,2025-12-14,Comprehensive,4672.43,1000.0,3672.43,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100173,POL-1003150,CUST-503150,Auto,2025-10-23,Liability,18640.1,500.0,18140.1,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100174,POL-1004256,CUST-504256,Auto,2024-06-29,Uninsured Motorist,1079.88,500.0,579.88,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100175,POL-1003107,CUST-503107,Motorcycle,2025-11-04,Liability,4321.99,500.0,3821.99,Paid,Accidentally scraped side of a parked luxury sedan.
CLM-100176,POL-1003107,CUST-503107,Motorcycle,2026-04-02,Comprehensive,2681.77,500.0,2181.77,Paid,Motorcycle blown over and damaged during a windstorm.
CLM-100177,POL-1001973,CUST-501973,Life,2022-09-15,Death Benefit,1331000.0,1000.0,1331000.0,Paid,Accidental death in a domestic incident.
CLM-100178,POL-1001375,CUST-501375,Home,2025-10-14,Water Damage,55456.12,1000.0,54456.12,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100179,POL-1003968,CUST-503968,Home,2025-09-30,Wind/Hail,20205.91,250.0,19955.91,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100180,POL-1004062,CUST-504062,Home,2024-10-11,Water Damage,42222.36,250.0,41972.36,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100182,POL-1004445,CUST-504445,Life,2022-10-03,Death Benefit,1672000.0,5000.0,1672000.0,Paid,Fatal cardiovascular event.
