claim_id,policy_id,customer_id,policy_type,claim_date,claim_type,claim_amount,deductible,amount_paid,claim_status,incident_description
CLM-100075,POL-1001103,CUST-501103,Home,2026-03-30,Wind/Hail,18259.61,500.0,17759.61,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100077,POL-1001670,CUST-501670,Home,2024-04-30,Water Damage,9387.35,5000.0,4387.35,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100080,POL-1004395,CUST-504395,Home,2024-11-29,Water Damage,9452.06,1000.0,8452.06,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100083,POL-1003862,CUST-503862,Home,2026-05-04,Water Damage,71694.39,500.0,71194.39,Under Review,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100084,POL-1000023,CUST-500023,Home,2022-03-11,Theft,36539.26,500.0,36039.26,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100086,POL-1003340,CUST-503340,Home,2023-11-09,Theft,57963.54,2500.0,55463.54,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100105,POL-1002527,CUST-502527,Home,2024-02-03,Fire,914.79,1000.0,0.0,Denied,Electrical fire in the garage damaged walls and tools.
CLM-100109,POL-1003181,CUST-503181,Home,2025-01-31,Wind/Hail,29909.73,1000.0,28909.73,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100112,POL-1003024,CUST-503024,Home,2025-10-31,Fire,17996.68,250.0,17746.68,Paid,Chimney fire caused attic and roof structure damage.
CLM-100113,POL-1001413,CUST-501413,Home,2025-06-24,Fire,13211.84,2500.0,10711.84,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100119,POL-1004153,CUST-504153,Home,2025-02-27,Water Damage,16560.17,250.0,16310.17,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100118,POL-1004153,CUST-504153,Home,2025-11-03,Wind/Hail,35582.98,250.0,35332.98,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100121,POL-1000157,CUST-500157,Home,2024-01-10,Theft,60422.6,2500.0,57922.6,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100123,POL-1000497,CUST-500497,Home,2025-12-25,Fire,3354.45,5000.0,0.0,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100125,POL-1004740,CUST-504740,Home,2022-09-11,Fire,40594.91,5000.0,35594.91,Paid,Chimney fire caused attic and roof structure damage.
CLM-100124,POL-1004740,CUST-504740,Home,2025-12-10,Water Damage,21977.2,5000.0,16977.2,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100129,POL-1003456,CUST-503456,Home,2026-01-20,Theft,39078.24,5000.0,34078.24,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100130,POL-1003456,CUST-503456,Home,2026-03-03,Water Damage,19718.45,5000.0,14718.45,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100138,POL-1002131,CUST-502131,Home,2023-07-25,Liability,14784.72,2500.0,12284.72,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100142,POL-1000931,CUST-500931,Home,2022-03-01,Fire,7311.81,250.0,7061.81,Paid,Chimney fire caused attic and roof structure damage.
CLM-100143,POL-1001335,CUST-501335,Home,2025-03-21,Theft,5423.1,250.0,5173.1,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100151,POL-1004209,CUST-504209,Home,2025-09-02,Theft,15593.64,250.0,0.0,Denied,Lawnmower and power tools stolen from locked backyard shed.
CLM-100154,POL-1003601,CUST-503601,Home,2025-02-28,Theft,30214.86,2500.0,27714.86,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100178,POL-1001375,CUST-501375,Home,2025-10-14,Water Damage,55456.12,1000.0,54456.12,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100179,POL-1003968,CUST-503968,Home,2025-09-30,Wind/Hail,20205.91,250.0,19955.91,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100180,POL-1004062,CUST-504062,Home,2024-10-11,Water Damage,42222.36,250.0,41972.36,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100190,POL-1003821,CUST-503821,Home,2025-10-10,Theft,9579.29,5000.0,4579.29,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100194,POL-1004487,CUST-504487,Home,2025-12-25,Fire,40753.22,5000.0,35753.22,Paid,Chimney fire caused attic and roof structure damage.
CLM-100201,POL-1002887,CUST-502887,Home,2025-11-07,Theft,26381.7,1000.0,25381.7,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100202,POL-1002887,CUST-502887,Home,2026-01-10,Theft,92699.55,1000.0,91699.55,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100206,POL-1003907,CUST-503907,Home,2025-08-15,Wind/Hail,4178.52,500.0,0.0,Denied,Severe thunderstorm tore off several roof shingles.
CLM-100207,POL-1004673,CUST-504673,Home,2026-02-03,Water Damage,3645.55,1000.0,2645.55,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100208,POL-1004902,CUST-504902,Home,2023-07-20,Water Damage,59577.38,500.0,0.0,Denied,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100216,POL-1000144,CUST-500144,Home,2023-10-10,Water Damage,10601.87,250.0,10351.87,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100218,POL-1003143,CUST-503143,Home,2023-08-19,Wind/Hail,1576.28,250.0,1326.28,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100219,POL-1000841,CUST-500841,Home,2026-02-16,Theft,3029.91,500.0,0.0,Denied,Porch pirate stole high-value packages delivered to front door.
CLM-100239,POL-1001741,CUST-501741,Home,2024-10-25,Water Damage,5428.95,5000.0,428.95,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100238,POL-1001741,CUST-501741,Home,2025-09-05,Wind/Hail,11149.14,5000.0,6149.14,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100245,POL-1000100,CUST-500100,Home,2023-11-24,Water Damage,24053.89,2500.0,21553.89,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100244,POL-1000100,CUST-500100,Home,2024-01-15,Fire,4037.72,2500.0,1537.72,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100246,POL-1002804,CUST-502804,Home,2024-12-09,Fire,500.0,250.0,250.0,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100247,POL-1002804,CUST-502804,Home,2025-11-25,Water Damage,20919.25,250.0,20669.25,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100248,POL-1003570,CUST-503570,Home,2024-06-28,Theft,610.14,250.0,360.14,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100254,POL-1000681,CUST-500681,Home,2025-09-03,Water Damage,15689.43,250.0,15439.43,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100255,POL-1000681,CUST-500681,Home,2026-02-25,Theft,500.0,250.0,250.0,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100258,POL-1003944,CUST-503944,Home,2023-04-06,Wind/Hail,42815.79,2500.0,40315.79,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100265,POL-1002805,CUST-502805,Home,2025-07-26,Liability,7889.01,5000.0,2889.01,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100264,POL-1002805,CUST-502805,Home,2026-02-06,Liability,76131.1,5000.0,71131.1,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-100273,POL-1002767,CUST-502767,Home,2025-03-15,Wind/Hail,15017.19,1000.0,0.0,Denied,Severe thunderstorm tore off several roof shingles.
CLM-100274,POL-1004328,CUST-504328,Home,2023-11-05,Theft,39800.31,5000.0,34800.31,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100276,POL-1004328,CUST-504328,Home,2024-04-01,Wind/Hail,1523.12,5000.0,0.0,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100275,POL-1004328,CUST-504328,Home,2024-10-21,Liability,28529.5,5000.0,23529.5,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100279,POL-1002357,CUST-502357,Home,2026-01-12,Water Damage,1425.26,5000.0,0.0,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100285,POL-1000911,CUST-500911,Home,2022-09-23,Theft,1308.0,1000.0,308.0,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100288,POL-1003653,CUST-503653,Home,2022-04-25,Liability,24704.43,500.0,24204.43,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100290,POL-1002483,CUST-502483,Home,2026-03-26,Wind/Hail,81502.74,1000.0,80502.74,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100289,POL-1002483,CUST-502483,Home,2026-04-18,Fire,9823.21,1000.0,8823.21,Paid,Chimney fire caused attic and roof structure damage.
CLM-100297,POL-1003789,CUST-503789,Home,2024-10-15,Fire,28156.88,250.0,27906.88,Paid,Chimney fire caused attic and roof structure damage.
CLM-100296,POL-1003789,CUST-503789,Home,2025-03-04,Fire,26408.59,250.0,26158.59,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100301,POL-1000733,CUST-500733,Home,2023-03-11,Theft,3411.83,5000.0,0.0,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100303,POL-1003274,CUST-503274,Home,2022-07-27,Theft,22230.27,250.0,0.0,Denied,Porch pirate stole high-value packages delivered to front door.
CLM-100304,POL-1001620,CUST-501620,Home,2024-06-22,Wind/Hail,6986.3,250.0,6736.3,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100306,POL-1002689,CUST-502689,Home,2022-01-18,Water Damage,1791.52,1000.0,791.52,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100309,POL-1002339,CUST-502339,Home,2023-07-12,Liability,5446.3,1000.0,4446.3,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100310,POL-1000653,CUST-500653,Home,2025-02-23,Theft,14519.54,500.0,14019.54,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100313,POL-1001255,CUST-501255,Home,2025-08-09,Liability,59653.27,1000.0,58653.27,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100323,POL-1004092,CUST-504092,Home,2022-09-08,Fire,12142.46,500.0,11642.46,Paid,Chimney fire caused attic and roof structure damage.
CLM-100324,POL-1004092,CUST-504092,Home,2023-02-07,Theft,22538.1,500.0,22038.1,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100325,POL-1004077,CUST-504077,Home,2026-03-31,Liability,44526.54,500.0,44026.54,Approved,Family dog bit a neighbor visiting the backyard.
CLM-100332,POL-1004701,CUST-504701,Home,2024-09-19,Water Damage,500.0,2500.0,0.0,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100333,POL-1004701,CUST-504701,Home,2026-05-04,Wind/Hail,5842.46,2500.0,3342.46,Under Review,Severe thunderstorm tore off several roof shingles.
CLM-100343,POL-1000626,CUST-500626,Home,2025-06-18,Wind/Hail,5036.33,2500.0,0.0,Denied,Hail storm damaged vinyl siding and cracked windows.
CLM-100346,POL-1002217,CUST-502217,Home,2021-05-27,Wind/Hail,25269.73,1000.0,24269.73,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100351,POL-1002480,CUST-502480,Home,2022-03-16,Water Damage,38775.7,2500.0,0.0,Denied,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100366,POL-1002727,CUST-502727,Home,2024-01-20,Water Damage,80144.17,2500.0,77644.17,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100367,POL-1002727,CUST-502727,Home,2024-02-05,Water Damage,2307.05,2500.0,0.0,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100375,POL-1001231,CUST-501231,Home,2023-06-18,Wind/Hail,9142.93,1000.0,8142.93,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100384,POL-1000491,CUST-500491,Home,2025-03-16,Wind/Hail,1630.27,1000.0,630.27,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100387,POL-1002329,CUST-502329,Home,2025-05-19,Fire,13220.89,500.0,12720.89,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100386,POL-1002329,CUST-502329,Home,2025-06-28,Water Damage,18878.89,500.0,18378.89,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100391,POL-1000657,CUST-500657,Home,2026-05-01,Liability,9333.6,1000.0,8333.6,Approved,Family dog bit a neighbor visiting the backyard.
CLM-100397,POL-1000471,CUST-500471,Home,2025-08-03,Wind/Hail,30567.23,500.0,30067.23,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100398,POL-1003225,CUST-503225,Home,2024-03-30,Liability,1895.14,500.0,1395.14,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-100403,POL-1004692,CUST-504692,Home,2023-09-22,Water Damage,29000.01,1000.0,28000.01,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100406,POL-1000287,CUST-500287,Home,2025-03-30,Fire,41265.33,250.0,41015.33,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100428,POL-1000977,CUST-500977,Home,2023-05-15,Fire,45261.47,500.0,44761.47,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100433,POL-1004152,CUST-504152,Home,2022-04-08,Wind/Hail,5400.28,1000.0,4400.28,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100431,POL-1004152,CUST-504152,Home,2023-03-22,Fire,35115.22,1000.0,34115.22,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100432,POL-1004152,CUST-504152,Home,2024-06-13,Wind/Hail,22425.77,1000.0,21425.77,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100436,POL-1003941,CUST-503941,Home,2023-11-08,Wind/Hail,39391.44,1000.0,38391.44,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100439,POL-1001183,CUST-501183,Home,2026-03-06,Fire,47920.55,500.0,47420.55,Paid,Grease fire in the kitchen caused severe cabinet and smoke damage.
CLM-100445,POL-1001197,CUST-501197,Home,2023-02-20,Liability,42915.01,2500.0,40415.01,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-100446,POL-1001197,CUST-501197,Home,2024-06-28,Wind/Hail,27823.31,2500.0,0.0,Denied,Severe thunderstorm tore off several roof shingles.
CLM-100451,POL-1003504,CUST-503504,Home,2024-10-31,Water Damage,18668.05,250.0,18418.05,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100455,POL-1002093,CUST-502093,Home,2023-10-03,Water Damage,1875.55,1000.0,875.55,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100460,POL-1001272,CUST-501272,Home,2024-10-12,Wind/Hail,41826.25,500.0,41326.25,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100461,POL-1000290,CUST-500290,Home,2025-09-14,Liability,21123.07,500.0,20623.07,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100464,POL-1003245,CUST-503245,Home,2025-03-04,Water Damage,32628.9,250.0,32378.9,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100465,POL-1003245,CUST-503245,Home,2025-06-17,Water Damage,22868.11,250.0,22618.11,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100468,POL-1001187,CUST-501187,Home,2025-02-01,Water Damage,1401.35,5000.0,0.0,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100470,POL-1000422,CUST-500422,Home,2022-06-21,Theft,16705.73,1000.0,15705.73,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100473,POL-1002236,CUST-502236,Home,2025-12-20,Theft,14090.64,2500.0,11590.64,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100478,POL-1000026,CUST-500026,Home,2025-12-10,Wind/Hail,1048.38,250.0,798.38,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100481,POL-1004463,CUST-504463,Home,2026-01-27,Water Damage,16362.31,250.0,16112.31,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100489,POL-1004120,CUST-504120,Home,2023-07-11,Liability,558.33,250.0,308.33,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100491,POL-1000254,CUST-500254,Home,2024-05-11,Water Damage,48616.55,250.0,0.0,Denied,"Water heater failed, leaking water across the laundry room floor."
CLM-100493,POL-1004392,CUST-504392,Home,2023-12-14,Fire,9255.33,500.0,0.0,Denied,Electrical fire in the garage damaged walls and tools.
CLM-100497,POL-1002292,CUST-502292,Home,2023-06-01,Fire,21921.9,2500.0,19421.9,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100498,POL-1001323,CUST-501323,Home,2025-09-29,Wind/Hail,2200.69,1000.0,1200.69,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100499,POL-1001323,CUST-501323,Home,2026-05-07,Theft,28515.91,1000.0,27515.91,Under Review,Lawnmower and power tools stolen from locked backyard shed.
CLM-100500,POL-1001550,CUST-501550,Home,2023-04-09,Liability,33664.14,500.0,33164.14,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-100501,POL-1001550,CUST-501550,Home,2024-02-26,Wind/Hail,3170.46,500.0,2670.46,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100505,POL-1001242,CUST-501242,Home,2025-12-03,Wind/Hail,29784.02,2500.0,27284.02,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100507,POL-1001578,CUST-501578,Home,2022-03-01,Theft,39242.37,250.0,38992.37,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100509,POL-1003116,CUST-503116,Home,2024-05-08,Fire,31100.6,500.0,30600.6,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100512,POL-1002753,CUST-502753,Home,2023-03-22,Wind/Hail,626.92,250.0,376.92,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100513,POL-1001632,CUST-501632,Home,2025-02-09,Theft,8199.98,250.0,7949.98,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100541,POL-1004995,CUST-504995,Home,2025-08-14,Water Damage,4650.99,5000.0,0.0,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100542,POL-1003429,CUST-503429,Home,2024-05-25,Liability,3006.2,500.0,2506.2,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100543,POL-1002809,CUST-502809,Home,2022-01-17,Wind/Hail,4496.09,5000.0,0.0,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100545,POL-1002836,CUST-502836,Home,2024-10-31,Wind/Hail,34835.07,5000.0,0.0,Denied,Hail storm damaged vinyl siding and cracked windows.
CLM-100547,POL-1001235,CUST-501235,Home,2025-01-05,Wind/Hail,500.0,250.0,250.0,Paid,Hail storm damaged vinyl siding and cracked windows.
CLM-100551,POL-1000599,CUST-500599,Home,2024-01-08,Water Damage,31755.88,2500.0,29255.88,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100552,POL-1001434,CUST-501434,Home,2025-08-14,Theft,46603.55,500.0,46103.55,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100561,POL-1002845,CUST-502845,Home,2025-03-22,Water Damage,12037.05,250.0,11787.05,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100560,POL-1002845,CUST-502845,Home,2026-04-26,Liability,9564.65,250.0,9314.65,Under Review,Guest tripped over a loose rug and fractured their wrist.
CLM-100562,POL-1002053,CUST-502053,Home,2026-01-05,Wind/Hail,17598.39,1000.0,16598.39,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100569,POL-1000177,CUST-500177,Home,2026-03-29,Wind/Hail,64315.54,500.0,0.0,Denied,Fallen tree limb damaged the backyard deck during a storm.
CLM-100580,POL-1004613,CUST-504613,Home,2025-01-28,Wind/Hail,3145.84,500.0,0.0,Denied,Fallen tree limb damaged the backyard deck during a storm.
CLM-100590,POL-1004686,CUST-504686,Home,2024-04-14,Fire,16131.01,250.0,15881.01,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100602,POL-1002559,CUST-502559,Home,2024-03-14,Fire,7350.85,500.0,6850.85,Paid,Electrical fire in the garage damaged walls and tools.
CLM-100608,POL-1004811,CUST-504811,Home,2025-11-13,Fire,20634.71,5000.0,15634.71,Paid,Chimney fire caused attic and roof structure damage.
CLM-100615,POL-1002778,CUST-502778,Home,2025-02-27,Water Damage,9801.22,2500.0,0.0,Denied,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100616,POL-1002948,CUST-502948,Home,2023-05-10,Fire,30860.93,2500.0,28360.93,Paid,Chimney fire caused attic and roof structure damage.
CLM-100617,POL-1002948,CUST-502948,Home,2023-08-21,Wind/Hail,42952.29,2500.0,40452.29,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100622,POL-1000219,CUST-500219,Home,2026-03-13,Liability,39519.12,5000.0,34519.12,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100629,POL-1003347,CUST-503347,Home,2022-11-30,Water Damage,53557.5,2500.0,51057.5,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100628,POL-1003347,CUST-503347,Home,2023-05-30,Water Damage,78000.18,2500.0,75500.18,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100633,POL-1003001,CUST-503001,Home,2025-06-20,Fire,27565.75,500.0,27065.75,Paid,Chimney fire caused attic and roof structure damage.
CLM-100634,POL-1000210,CUST-500210,Home,2023-05-03,Wind/Hail,42482.84,500.0,41982.84,Paid,Fallen tree limb damaged the backyard deck during a storm.
CLM-100635,POL-1000210,CUST-500210,Home,2023-06-27,Water Damage,56518.42,500.0,56018.42,Paid,"Dishwasher overflowed, damaging kitchen hardwood floors."
CLM-100647,POL-1001612,CUST-501612,Home,2022-09-25,Liability,22882.11,500.0,22382.11,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100652,POL-1004480,CUST-504480,Home,2025-05-01,Theft,3740.62,500.0,3240.62,Paid,Break-in through rear window; jewelry and electronics stolen.
CLM-100653,POL-1004480,CUST-504480,Home,2025-05-14,Theft,1227.49,500.0,0.0,Denied,Break-in through rear window; jewelry and electronics stolen.
CLM-100654,POL-1001437,CUST-501437,Home,2026-01-26,Wind/Hail,500.0,500.0,0.0,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100655,POL-1000047,CUST-500047,Home,2025-11-18,Theft,37781.16,2500.0,35281.16,Paid,Porch pirate stole high-value packages delivered to front door.
CLM-100656,POL-1001360,CUST-501360,Home,2024-01-09,Water Damage,38583.26,500.0,38083.26,Paid,Burst pipe in the upstairs bathroom flooded the ceiling below.
CLM-100671,POL-1002405,CUST-502405,Home,2023-04-23,Liability,14151.02,5000.0,9151.02,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100672,POL-1000095,CUST-500095,Home,2025-09-06,Liability,500.0,2500.0,0.0,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-100676,POL-1003707,CUST-503707,Home,2025-05-18,Liability,14682.95,5000.0,9682.95,Paid,Guest tripped over a loose rug and fractured their wrist.
CLM-100677,POL-1003707,CUST-503707,Home,2025-08-30,Liability,49550.87,5000.0,44550.87,Paid,Mail carrier slipped on icy front steps and sprained ankle.
CLM-100694,POL-1003749,CUST-503749,Home,2022-01-20,Theft,2228.11,1000.0,1228.11,Paid,Lawnmower and power tools stolen from locked backyard shed.
CLM-100693,POL-1003749,CUST-503749,Home,2025-02-27,Wind/Hail,7252.35,1000.0,6252.35,Paid,Severe thunderstorm tore off several roof shingles.
CLM-100700,POL-1001983,CUST-501983,Home,2025-12-14,Water Damage,33898.86,1000.0,32898.86,Paid,"Water heater failed, leaking water across the laundry room floor."
CLM-100702,POL-1001536,CUST-501536,Home,2023-12-21,Liability,14712.44,5000.0,9712.44,Paid,Family dog bit a neighbor visiting the backyard.
CLM-100706,POL-1003360,CUST-503360,Home,2022-08-06,Theft,21225.85,5000.0,0.0,Denied,Lawnmower and power tools stolen from locked backyard shed.
CLM-100709,POL-1004005,CUST-504005,Home,2026-03-14,Liability,26548.85,1000.0,0.0,Denied,Family dog bit a neighbor visiting the backyard.
CLM-100711,POL-1000586,CUST-500586,Home,2026-03-05,Wind/Hail,547.08,2500.0,0.0,Paid,Hail storm damaged vinyl siding and cracked windows.
