claim_id,policy_id,customer_id,policy_type,claim_date,claim_type,claim_amount,deductible,amount_paid,claim_status,incident_description
CLM-100057,POL-1003906,CUST-503906,Auto,2025-04-11,Uninsured Motorist,6873.09,2500.0,4373.09,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100065,POL-1004615,CUST-504615,Auto,2026-02-11,Collision,5744.44,1000.0,4744.44,Paid,Rear-end collision at a traffic intersection.
CLM-100064,POL-1004615,CUST-504615,Auto,2026-04-27,Comprehensive,2028.64,1000.0,1028.64,Under Review,Vehicle vandalized with spray paint in a public parking lot.
CLM-100072,POL-1001144,CUST-501144,Auto,2025-06-13,Collision,2606.94,1000.0,1606.94,Paid,Multi-vehicle accident on wet roadway.
CLM-100070,POL-1001144,CUST-501144,Auto,2025-07-02,Uninsured Motorist,4697.55,1000.0,3697.55,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100071,POL-1001144,CUST-501144,Auto,2025-12-24,Uninsured Motorist,6068.5,1000.0,5068.5,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100073,POL-1003078,CUST-503078,Auto,2025-05-18,Uninsured Motorist,6501.36,5000.0,1501.36,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100076,POL-1000168,CUST-500168,Auto,2024-07-23,Liability,3058.22,2500.0,0.0,Denied,Backed into neighbor's parked car causing bumper damage.
CLM-100081,POL-1004257,CUST-504257,Auto,2026-03-19,Collision,4063.01,1000.0,3063.01,Paid,Rear-end collision at a traffic intersection.
CLM-100082,POL-1004257,CUST-504257,Auto,2026-04-15,Collision,17923.99,1000.0,16923.99,Paid,Rear-end collision at a traffic intersection.
CLM-100085,POL-1002633,CUST-502633,Auto,2025-06-10,Uninsured Motorist,2296.16,250.0,2046.16,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100088,POL-1002215,CUST-502215,Auto,2024-11-04,Uninsured Motorist,9981.89,2500.0,7481.89,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100087,POL-1002215,CUST-502215,Auto,2025-02-19,Liability,6557.04,2500.0,4057.04,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100089,POL-1003682,CUST-503682,Auto,2024-11-05,Comprehensive,2131.51,1000.0,1131.51,Paid,Collided with a deer crossing the road at night.
CLM-100090,POL-1004724,CUST-504724,Auto,2022-05-21,Collision,13737.38,5000.0,8737.38,Paid,Rear-end collision at a traffic intersection.
CLM-100091,POL-1004724,CUST-504724,Auto,2022-08-28,Collision,1136.24,5000.0,0.0,Paid,Rear-end collision at a traffic intersection.
CLM-100092,POL-1001907,CUST-501907,Auto,2025-12-05,Uninsured Motorist,4847.0,1000.0,3847.0,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100097,POL-1000227,CUST-500227,Auto,2023-08-11,Uninsured Motorist,19905.73,1000.0,18905.73,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100096,POL-1000227,CUST-500227,Auto,2023-10-28,Comprehensive,4355.73,1000.0,3355.73,Paid,Windshield cracked by a rock flying from a dump truck.
CLM-100098,POL-1000296,CUST-500296,Auto,2025-07-27,Comprehensive,6667.0,250.0,6417.0,Paid,Collided with a deer crossing the road at night.
CLM-100100,POL-1001001,CUST-501001,Auto,2022-07-20,Liability,3330.73,5000.0,0.0,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100099,POL-1001001,CUST-501001,Auto,2022-09-13,Liability,10305.58,5000.0,5305.58,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100101,POL-1002138,CUST-502138,Auto,2024-04-18,Collision,1391.26,250.0,1141.26,Paid,Rear-end collision at a traffic intersection.
CLM-100104,POL-1002801,CUST-502801,Auto,2025-08-10,Liability,2457.81,250.0,2207.81,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100103,POL-1002801,CUST-502801,Auto,2026-03-06,Comprehensive,23690.88,250.0,23440.88,Paid,Collided with a deer crossing the road at night.
CLM-100107,POL-1003321,CUST-503321,Auto,2024-07-20,Collision,10509.03,250.0,0.0,Denied,Sideswiped by another vehicle merging onto the highway.
CLM-100108,POL-1003321,CUST-503321,Auto,2024-08-15,Collision,12171.98,250.0,11921.98,Paid,Collided with a stationary utility pole while parking.
CLM-100110,POL-1004183,CUST-504183,Auto,2023-12-04,Comprehensive,500.0,500.0,0.0,Paid,Collided with a deer crossing the road at night.
CLM-100111,POL-1001615,CUST-501615,Auto,2025-08-30,Comprehensive,6679.01,1000.0,5679.01,Paid,Collided with a deer crossing the road at night.
CLM-100116,POL-1004797,CUST-504797,Auto,2026-01-10,Comprehensive,7877.78,500.0,7377.78,Paid,Collided with a deer crossing the road at night.
CLM-100117,POL-1003849,CUST-503849,Auto,2022-04-08,Uninsured Motorist,3227.72,2500.0,727.72,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100120,POL-1000468,CUST-500468,Auto,2026-02-09,Liability,1949.33,5000.0,0.0,Paid,Third-party property damage to a storefront fence.
CLM-100128,POL-1002940,CUST-502940,Auto,2021-10-26,Comprehensive,942.5,500.0,442.5,Paid,Collided with a deer crossing the road at night.
CLM-100127,POL-1002940,CUST-502940,Auto,2022-01-05,Comprehensive,2990.71,500.0,2490.71,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100126,POL-1002940,CUST-502940,Auto,2022-05-10,Comprehensive,3382.73,500.0,2882.73,Paid,Vehicle vandalized with spray paint in a public parking lot.
CLM-100133,POL-1001553,CUST-501553,Auto,2025-08-24,Comprehensive,500.0,5000.0,0.0,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100135,POL-1001553,CUST-501553,Auto,2025-08-25,Collision,1481.6,5000.0,0.0,Paid,Collided with a stationary utility pole while parking.
CLM-100134,POL-1001553,CUST-501553,Auto,2025-10-29,Liability,5619.43,5000.0,619.43,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100137,POL-1001669,CUST-501669,Auto,2024-08-05,Liability,33691.28,500.0,33191.28,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100136,POL-1001669,CUST-501669,Auto,2025-01-21,Liability,5659.31,500.0,5159.31,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100140,POL-1000465,CUST-500465,Auto,2024-02-04,Comprehensive,4491.66,1000.0,3491.66,Paid,Collided with a deer crossing the road at night.
CLM-100144,POL-1004524,CUST-504524,Auto,2026-04-28,Collision,12541.13,2500.0,10041.13,Under Review,Multi-vehicle accident on wet roadway.
CLM-100145,POL-1004524,CUST-504524,Auto,2026-05-06,Comprehensive,5733.6,2500.0,3233.6,Under Review,Collided with a deer crossing the road at night.
CLM-100150,POL-1001090,CUST-501090,Auto,2026-01-26,Liability,3799.82,250.0,3549.82,Paid,Third-party property damage to a storefront fence.
CLM-100152,POL-1000742,CUST-500742,Auto,2026-04-04,Liability,8657.36,2500.0,6157.36,Paid,Third-party property damage to a storefront fence.
CLM-100153,POL-1002323,CUST-502323,Auto,2024-06-04,Comprehensive,8408.3,1000.0,7408.3,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100156,POL-1002123,CUST-502123,Auto,2024-10-28,Liability,4239.72,250.0,3989.72,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100155,POL-1002123,CUST-502123,Auto,2025-04-24,Liability,1621.36,250.0,1371.36,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100157,POL-1002123,CUST-502123,Auto,2025-05-31,Uninsured Motorist,500.0,250.0,250.0,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100160,POL-1000240,CUST-500240,Auto,2025-08-26,Comprehensive,5427.63,500.0,4927.63,Paid,Windshield cracked by a rock flying from a dump truck.
CLM-100164,POL-1001057,CUST-501057,Auto,2023-01-17,Comprehensive,6329.54,2500.0,3829.54,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100166,POL-1000199,CUST-500199,Auto,2026-01-16,Comprehensive,15262.45,250.0,0.0,Denied,Hail storm caused extensive denting on hood and roof.
CLM-100170,POL-1002220,CUST-502220,Auto,2025-11-28,Uninsured Motorist,2340.33,500.0,1840.33,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100169,POL-1002220,CUST-502220,Auto,2026-05-01,Uninsured Motorist,7625.42,500.0,7125.42,Under Review,Rear-ended by an uninsured driver who fled the scene.
CLM-100172,POL-1002819,CUST-502819,Auto,2025-12-14,Comprehensive,4672.43,1000.0,3672.43,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100173,POL-1003150,CUST-503150,Auto,2025-10-23,Liability,18640.1,500.0,18140.1,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100174,POL-1004256,CUST-504256,Auto,2024-06-29,Uninsured Motorist,1079.88,500.0,579.88,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100187,POL-1003698,CUST-503698,Auto,2021-08-26,Comprehensive,4149.86,500.0,3649.86,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100188,POL-1003698,CUST-503698,Auto,2022-07-27,Collision,544.62,500.0,44.62,Paid,Multi-vehicle accident on wet roadway.
CLM-100189,POL-1003698,CUST-503698,Auto,2022-10-25,Collision,4986.2,500.0,4486.2,Paid,Sideswiped by another vehicle merging onto the highway.
CLM-100193,POL-1003899,CUST-503899,Auto,2024-10-17,Uninsured Motorist,1018.69,1000.0,18.69,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100197,POL-1003238,CUST-503238,Auto,2023-08-30,Collision,2939.92,250.0,2689.92,Paid,Rear-end collision at a traffic intersection.
CLM-100196,POL-1003238,CUST-503238,Auto,2024-01-28,Comprehensive,8959.55,250.0,8709.55,Paid,Windshield cracked by a rock flying from a dump truck.
CLM-100195,POL-1003238,CUST-503238,Auto,2025-04-05,Uninsured Motorist,776.5,250.0,526.5,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100200,POL-1003580,CUST-503580,Auto,2025-04-24,Uninsured Motorist,2831.44,500.0,2331.44,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100203,POL-1002575,CUST-502575,Auto,2024-01-14,Liability,500.0,500.0,0.0,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100209,POL-1001860,CUST-501860,Auto,2024-03-10,Uninsured Motorist,11772.98,5000.0,6772.98,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100211,POL-1000008,CUST-500008,Auto,2025-11-17,Liability,20627.52,500.0,0.0,Denied,Backed into neighbor's parked car causing bumper damage.
CLM-100210,POL-1000008,CUST-500008,Auto,2026-04-23,Comprehensive,6035.31,500.0,5535.31,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100213,POL-1002894,CUST-502894,Auto,2023-08-02,Collision,7913.46,5000.0,0.0,Denied,Rear-end collision at a traffic intersection.
CLM-100212,POL-1002894,CUST-502894,Auto,2025-03-27,Collision,2887.96,5000.0,0.0,Denied,Collided with a stationary utility pole while parking.
CLM-100214,POL-1002847,CUST-502847,Auto,2023-06-07,Uninsured Motorist,2936.56,250.0,2686.56,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100222,POL-1000151,CUST-500151,Auto,2025-06-26,Uninsured Motorist,7614.92,1000.0,6614.92,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100224,POL-1001052,CUST-501052,Auto,2025-11-04,Comprehensive,4288.61,1000.0,3288.61,Paid,Collided with a deer crossing the road at night.
CLM-100226,POL-1003008,CUST-503008,Auto,2025-03-06,Uninsured Motorist,5959.88,1000.0,4959.88,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100228,POL-1002029,CUST-502029,Auto,2025-06-14,Uninsured Motorist,9006.75,250.0,8756.75,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100227,POL-1002029,CUST-502029,Auto,2025-07-29,Comprehensive,2823.3,250.0,2573.3,Paid,Windshield cracked by a rock flying from a dump truck.
CLM-100230,POL-1001807,CUST-501807,Auto,2023-07-10,Collision,3615.99,500.0,3115.99,Paid,Multi-vehicle accident on wet roadway.
CLM-100231,POL-1002696,CUST-502696,Auto,2025-04-12,Comprehensive,2347.04,5000.0,0.0,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100232,POL-1003039,CUST-503039,Auto,2024-12-04,Liability,9075.37,2500.0,6575.37,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100235,POL-1004074,CUST-504074,Auto,2025-04-14,Comprehensive,7623.64,500.0,7123.64,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100237,POL-1000279,CUST-500279,Auto,2025-05-07,Uninsured Motorist,3026.81,2500.0,526.81,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100241,POL-1002886,CUST-502886,Auto,2026-03-16,Liability,4008.8,500.0,3508.8,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100242,POL-1001941,CUST-501941,Auto,2023-03-08,Liability,5071.76,5000.0,71.76,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100243,POL-1001941,CUST-501941,Auto,2023-09-21,Liability,43478.29,5000.0,38478.29,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100249,POL-1003684,CUST-503684,Auto,2025-08-26,Liability,1678.7,2500.0,0.0,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100250,POL-1003661,CUST-503661,Auto,2024-09-06,Liability,18876.53,1000.0,17876.53,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100251,POL-1003661,CUST-503661,Auto,2024-11-30,Comprehensive,1754.09,1000.0,754.09,Paid,Collided with a deer crossing the road at night.
CLM-100252,POL-1000530,CUST-500530,Auto,2023-04-25,Comprehensive,2457.33,250.0,2207.33,Paid,Collided with a deer crossing the road at night.
CLM-100256,POL-1003794,CUST-503794,Auto,2023-09-16,Liability,1439.03,500.0,939.03,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100257,POL-1003794,CUST-503794,Auto,2024-05-12,Uninsured Motorist,500.0,500.0,0.0,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100261,POL-1002018,CUST-502018,Auto,2022-10-21,Comprehensive,3744.79,500.0,3244.79,Paid,Vehicle vandalized with spray paint in a public parking lot.
CLM-100262,POL-1001096,CUST-501096,Auto,2026-02-26,Liability,1234.17,500.0,734.17,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100267,POL-1004381,CUST-504381,Auto,2023-08-01,Uninsured Motorist,6446.78,2500.0,3946.78,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100278,POL-1002194,CUST-502194,Auto,2024-03-08,Uninsured Motorist,2693.86,500.0,2193.86,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100281,POL-1003425,CUST-503425,Auto,2025-01-06,Comprehensive,6932.75,2500.0,4432.75,Paid,Vehicle vandalized with spray paint in a public parking lot.
CLM-100280,POL-1003425,CUST-503425,Auto,2025-09-25,Comprehensive,4271.1,2500.0,1771.1,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100283,POL-1003979,CUST-503979,Auto,2024-05-01,Comprehensive,6385.65,1000.0,0.0,Denied,Collided with a deer crossing the road at night.
CLM-100282,POL-1003979,CUST-503979,Auto,2024-08-15,Comprehensive,500.0,1000.0,0.0,Denied,Windshield cracked by a rock flying from a dump truck.
CLM-100284,POL-1003979,CUST-503979,Auto,2025-01-30,Liability,975.11,1000.0,0.0,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100286,POL-1003145,CUST-503145,Auto,2025-02-21,Uninsured Motorist,7087.97,2500.0,4587.97,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100293,POL-1004838,CUST-504838,Auto,2024-10-16,Uninsured Motorist,2546.79,1000.0,1546.79,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100294,POL-1004838,CUST-504838,Auto,2024-12-08,Comprehensive,3723.25,1000.0,2723.25,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100295,POL-1000033,CUST-500033,Auto,2025-12-21,Uninsured Motorist,1599.57,250.0,0.0,Denied,Rear-ended by an uninsured driver who fled the scene.
CLM-100302,POL-1004582,CUST-504582,Auto,2023-07-29,Liability,2885.81,2500.0,385.81,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100307,POL-1002707,CUST-502707,Auto,2022-04-26,Uninsured Motorist,5124.86,250.0,4874.86,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100308,POL-1000297,CUST-500297,Auto,2025-12-28,Collision,3210.52,5000.0,0.0,Paid,Collided with a stationary utility pole while parking.
CLM-100312,POL-1003774,CUST-503774,Auto,2023-12-17,Comprehensive,1614.49,500.0,1114.49,Paid,Collided with a deer crossing the road at night.
CLM-100311,POL-1003774,CUST-503774,Auto,2024-08-24,Collision,502.91,500.0,2.91,Paid,Rear-end collision at a traffic intersection.
CLM-100321,POL-1000969,CUST-500969,Auto,2025-07-12,Liability,2804.95,2500.0,304.95,Paid,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100322,POL-1000633,CUST-500633,Auto,2025-11-30,Liability,1438.95,1000.0,438.95,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100326,POL-1001321,CUST-501321,Auto,2025-06-01,Liability,11850.86,500.0,11350.86,Paid,Third-party property damage to a storefront fence.
CLM-100328,POL-1002178,CUST-502178,Auto,2023-06-24,Comprehensive,3921.01,2500.0,1421.01,Paid,Vehicle vandalized with spray paint in a public parking lot.
CLM-100331,POL-1004715,CUST-504715,Auto,2026-05-03,Uninsured Motorist,13190.33,250.0,12940.33,Approved,Hit-and-run incident in a shopping mall parking structure.
CLM-100334,POL-1004118,CUST-504118,Auto,2026-03-25,Liability,3082.28,250.0,2832.28,Under Review,Backed into neighbor's parked car causing bumper damage.
CLM-100335,POL-1001652,CUST-501652,Auto,2023-01-10,Collision,500.0,500.0,0.0,Denied,Multi-vehicle accident on wet roadway.
CLM-100342,POL-1000426,CUST-500426,Auto,2022-05-09,Comprehensive,1317.92,1000.0,317.92,Paid,Collided with a deer crossing the road at night.
CLM-100344,POL-1001589,CUST-501589,Auto,2024-08-25,Collision,7997.8,500.0,7497.8,Paid,Multi-vehicle accident on wet roadway.
CLM-100347,POL-1004483,CUST-504483,Auto,2021-07-22,Liability,5928.74,2500.0,0.0,Denied,"Ran a stop sign and hit a bicyclist, causing minor injuries."
CLM-100352,POL-1002584,CUST-502584,Auto,2025-12-12,Uninsured Motorist,13387.15,500.0,12887.15,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100353,POL-1002893,CUST-502893,Auto,2022-02-22,Comprehensive,5318.76,2500.0,2818.76,Paid,Vehicle vandalized with spray paint in a public parking lot.
CLM-100356,POL-1000676,CUST-500676,Auto,2023-04-30,Comprehensive,15356.52,5000.0,10356.52,Paid,Windshield cracked by a rock flying from a dump truck.
CLM-100359,POL-1000012,CUST-500012,Auto,2022-11-02,Liability,500.0,500.0,0.0,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100360,POL-1001833,CUST-501833,Auto,2025-05-11,Uninsured Motorist,9182.07,250.0,8932.07,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100364,POL-1001491,CUST-501491,Auto,2022-02-07,Collision,8326.61,250.0,8076.61,Paid,Multi-vehicle accident on wet roadway.
CLM-100363,POL-1001491,CUST-501491,Auto,2022-03-07,Uninsured Motorist,7287.24,250.0,7037.24,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100365,POL-1001491,CUST-501491,Auto,2023-08-31,Comprehensive,8136.64,250.0,7886.64,Paid,Collided with a deer crossing the road at night.
CLM-100368,POL-1003686,CUST-503686,Auto,2022-12-17,Collision,9032.03,500.0,8532.03,Paid,Sideswiped by another vehicle merging onto the highway.
CLM-100369,POL-1003686,CUST-503686,Auto,2023-12-04,Collision,4110.55,500.0,3610.55,Paid,Sideswiped by another vehicle merging onto the highway.
CLM-100372,POL-1004605,CUST-504605,Auto,2026-03-09,Comprehensive,21728.57,250.0,21478.57,Paid,Collided with a deer crossing the road at night.
CLM-100371,POL-1004605,CUST-504605,Auto,2026-03-25,Uninsured Motorist,31808.91,250.0,0.0,Denied,Rear-ended by an uninsured driver who fled the scene.
CLM-100373,POL-1004595,CUST-504595,Auto,2026-01-10,Liability,9783.49,5000.0,0.0,Denied,Backed into neighbor's parked car causing bumper damage.
CLM-100376,POL-1001634,CUST-501634,Auto,2023-04-04,Comprehensive,3443.75,500.0,2943.75,Paid,Vehicle vandalized with spray paint in a public parking lot.
CLM-100378,POL-1001210,CUST-501210,Auto,2024-06-27,Uninsured Motorist,15930.54,250.0,15680.54,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100379,POL-1003268,CUST-503268,Auto,2023-05-16,Collision,6990.23,500.0,0.0,Denied,Multi-vehicle accident on wet roadway.
CLM-100380,POL-1003268,CUST-503268,Auto,2023-12-15,Liability,19399.35,500.0,18899.35,Paid,Third-party property damage to a storefront fence.
CLM-100381,POL-1003268,CUST-503268,Auto,2024-01-10,Liability,500.0,500.0,0.0,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100382,POL-1001934,CUST-501934,Auto,2025-10-30,Comprehensive,1506.04,1000.0,506.04,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100383,POL-1000553,CUST-500553,Auto,2025-01-17,Liability,500.0,2500.0,0.0,Paid,Third-party property damage to a storefront fence.
CLM-100388,POL-1002195,CUST-502195,Auto,2024-04-02,Collision,15351.79,250.0,15101.79,Paid,Collided with a stationary utility pole while parking.
CLM-100389,POL-1002195,CUST-502195,Auto,2025-06-08,Comprehensive,1182.08,250.0,932.08,Paid,Hail storm caused extensive denting on hood and roof.
CLM-100390,POL-1003064,CUST-503064,Auto,2023-08-05,Liability,21368.82,250.0,21118.82,Paid,Third-party property damage to a storefront fence.
CLM-100393,POL-1002225,CUST-502225,Auto,2026-04-01,Collision,5211.51,1000.0,4211.51,Paid,Multi-vehicle accident on wet roadway.
CLM-100394,POL-1004264,CUST-504264,Auto,2022-06-14,Uninsured Motorist,6456.32,500.0,5956.32,Paid,Hit-and-run incident in a shopping mall parking structure.
CLM-100395,POL-1001170,CUST-501170,Auto,2025-11-26,Liability,13818.03,500.0,13318.03,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100396,POL-1000132,CUST-500132,Auto,2024-06-11,Uninsured Motorist,16712.22,2500.0,14212.22,Paid,Rear-ended by an uninsured driver who fled the scene.
CLM-100400,POL-1002876,CUST-502876,Auto,2022-04-12,Comprehensive,914.57,5000.0,0.0,Paid,Windshield cracked by a rock flying from a dump truck.
CLM-100401,POL-1002876,CUST-502876,Auto,2022-10-12,Collision,11098.7,5000.0,6098.7,Paid,Collided with a stationary utility pole while parking.
CLM-100402,POL-1004504,CUST-504504,Auto,2023-04-20,Collision,677.18,1000.0,0.0,Paid,Rear-end collision at a traffic intersection.
CLM-100405,POL-1002826,CUST-502826,Auto,2024-05-24,Comprehensive,500.0,5000.0,0.0,Paid,Vehicle vandalized with spray paint in a public parking lot.
CLM-100404,POL-1002826,CUST-502826,Auto,2024-05-30,Comprehensive,11868.91,5000.0,6868.91,Paid,Windshield cracked by a rock flying from a dump truck.
CLM-100407,POL-1001869,CUST-501869,Auto,2025-01-18,Collision,2621.87,500.0,2121.87,Paid,Sideswiped by another vehicle merging onto the highway.
CLM-100411,POL-1002312,CUST-502312,Auto,2024-01-04,Liability,24640.26,2500.0,22140.26,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100412,POL-1004923,CUST-504923,Auto,2024-02-02,Liability,18758.54,1000.0,17758.54,Paid,Backed into neighbor's parked car causing bumper damage.
CLM-100419,POL-1004802,CUST-504802,Auto,2022-01-18,Uninsured Motorist,6160.94,5000.0,1160.94,Paid,Hit-and-run incident in a shopping mall parking structure.
